,equity
248,10000.01240230012
249,10000.01240230012
250,10000.01240230012
251,10000.01240230012
252,10000.01240230012
253,10000.01240230012
254,10000.01240230012
255,10000.01240230012
256,10000.01240230012
257,10000.01240230012
258,10000.01240230012
259,10000.01240230012
260,10000.01240230012
261,10000.01240230012
262,10000.01240230012
263,10000.01240230012
264,10000.01240230012
265,10000.01240230012
266,10000.01240230012
267,10000.01240230012
268,10000.01240230012
269,10000.01240230012
270,10000.01240230012
271,10000.01240230012
272,10000.01240230012
273,10000.01240230012
274,10000.01240230012
275,10000.01240230012
276,10000.01240230012
277,10000.01240230012
278,10000.01240230012
279,10000.01240230012
280,10000.01240230012
281,10000.01240230012
282,10000.01240230012
283,10000.01240230012
284,10000.01240230012
285,10000.01240230012
286,10000.01240230012
287,10000.01240230012
288,10000.01240230012
289,10000.01240230012
290,10000.01240230012
291,10000.01240230012
292,10000.01240230012
293,10000.01240230012
294,10000.01240230012
295,10000.012202260114
296,10000.012821340935
297,10000.011854862241
298,10000.012393774325
299,10000.012729295344
300,10000.012073099366
301,10000.011722732283
302,10000.008347893656
303,10000.008347893656
304,10000.008347893656
305,10000.008347893656
306,10000.008347893656
307,10000.008347893656
308,10000.008347893656
309,10000.008347893656
310,10000.008347893656
311,10000.008347893656
312,10000.008347893656
313,10000.008347893656
314,9999.942770441608
315,10001.674062382917
316,10003.31647472023
317,10004.551197965679
318,10004.372565979833
319,10005.436568607305
320,10005.436568607305
321,10005.436568607305
322,10005.436568607305
323,10005.436568607305
324,10005.436568607305
325,10005.436568607305
326,10005.436568607305
327,10005.436568607305
328,10005.436568607305
329,10005.436568607305
330,10005.436568607305
331,10005.436568607305
332,10005.436568607305
333,10005.436568607305
334,10005.436568607305
335,10005.436568607305
336,10005.436568607305
337,10005.436568607305
338,10005.436568607305
339,10005.436568607305
340,10005.436568607305
341,10005.436568607305
342,10005.436568607305
343,10005.436568607305
344,10005.436568607305
345,10005.436568607305
346,10005.436568607305
347,10005.436568607305
348,10005.436568607305
349,10005.436568607305
350,10005.436568607305
351,10005.436568607305
352,10005.436568607305
353,10005.436568607305
354,10005.436568607305
355,10005.436568607305
356,10005.436568607305
357,10005.436568607305
358,10005.436568607305
359,10005.436568607305
360,10005.436568607305
361,10005.436568607305
362,10005.436568607305
363,10005.436568607305
364,10005.436568607305
365,10005.436568607305
366,10005.436568607305
367,10005.436568607305
368,10005.436568607305
369,10005.436568607305
370,10005.436568607305
371,10005.436568607305
372,10005.436368567298
373,10005.438521812915
374,10005.43868873118
375,10005.440799488511
376,10005.44759913165
377,10005.441190987714
378,10005.442075654519
379,10005.445306281665
380,10005.447697992962
381,10005.447697992962
382,10005.447697992962
383,10005.447697992962
384,10005.447697992962
385,10005.377290845307
386,10004.963748094939
387,10006.365228716752
388,10006.004397723
389,10007.28904300798
390,10008.68019864654
391,10008.1960112739
392,10010.037662234476
393,10009.74149824111
394,10008.402510938999
395,10007.277631184383
396,10006.604333592128
397,10006.7999648538
398,10006.326645884588
399,10006.681499256454
400,10004.62519732821
401,10004.746923446584
402,10005.496843282996
403,10005.918537335932
404,10005.193614827404
405,10005.336534332459
406,10006.495106137694
407,10006.33153666613
408,10005.028415095325
409,10005.182203003806
410,10004.91864422072
411,10004.799635203202
412,10008.099282483407
413,10010.651599983834
414,10010.651599983834
415,10010.651599983834
416,10010.597822523747
417,10010.282400162248
418,10011.072003284991
419,10011.125202009971
420,10012.922648694153
421,10012.825885658953
422,10012.948619725246
423,10013.309281947359
424,10014.567284307004
425,10014.525936192163
426,10014.156422288848
427,10013.98361153513
428,10013.622607252264
429,10015.807943242013
430,10015.288856394665
431,10014.90755993996
432,10014.751441134043
433,10014.564884070369
434,10014.385527454766
435,10014.961890593593
436,10014.157404168132
437,10014.293558095305
438,10014.922288129199
439,10014.60186819001
440,10014.506953192702
441,10014.254937510193
442,10013.986229879883
443,10013.940081553605
444,10014.294212681492
445,10014.784497736555
446,10014.742276927407
447,10014.417929471088
448,10014.504662141042
449,10014.34265205943
450,10014.525608899068
451,10014.284066595574
452,10014.55866550158
453,10014.654889671265
454,10014.561611139427
455,10014.447713142657
456,10014.33643349064
457,10014.080817584098
458,10014.805771787675
459,10015.309803152692
460,10014.95861766265
461,10015.465267372421
462,10015.410609425695
463,10015.511742991792
464,10015.387698909104
465,10015.281001360405
466,10014.082781342662
467,10012.523775078518
468,10012.523775078518
469,10012.523775078518
470,10012.523775078518
471,10012.523775078518
472,10012.523775078518
473,10012.523775078518
474,10012.523775078518
475,10012.523775078518
476,10012.523775078518
477,10012.523775078518
478,10012.523775078518
479,10012.523775078518
480,10012.523775078518
481,10012.523775078518
482,10012.523775078518
483,10012.523775078518
484,10012.523775078518
485,10012.523775078518
486,10012.523775078518
487,10012.523775078518
488,10012.523775078518
489,10012.523775078518
490,10012.523775078518
491,10012.523775078518
492,10012.523775078518
493,10012.523775078518
494,10012.523775078518
495,10012.523775078518
496,10012.523775078518
497,10012.523775078518
498,10012.523775078518
499,10012.523775078518
500,10012.523775078518
501,10012.523775078518
502,10012.523775078518
503,10012.523775078518
504,10012.523775078518
505,10012.523775078518
506,10012.523775078518
507,10012.523775078518
508,10012.52357511851
509,10012.528888645995
510,10012.526699198228
511,10012.528037871723
512,10012.533113548336
513,10012.531271728765
514,10012.528446487322
515,10012.527726835968
516,10012.527031579573
517,10012.523245786535
518,10012.521403966964
519,10012.520293996231
520,10012.515103693619
521,10012.515103693619
522,10012.515103693619
523,10012.515103693619
524,10012.515103693619
525,10012.515103693619
526,10012.515103693619
527,10012.515103693619
528,10012.515103693619
529,10012.515103693619
530,10012.515103693619
531,10012.515103693619
532,10012.515103693619
533,10012.515103693619
534,10012.515103693619
535,10012.515103693619
536,10012.515103693619
537,10012.515103693619
538,10012.515103693619
539,10012.515103693619
540,10012.515103693619
541,10012.515103693619
542,10012.515103693619
543,10012.515103693619
544,10012.515103693619
545,10012.515103693619
546,10012.515103693619
547,10012.515103693619
548,10012.515103693619
549,10012.515103693619
550,10012.515103693619
551,10012.515103693619
552,10012.515103693619
553,10012.515103693619
554,10012.515103693619
555,10012.515103693619
556,10012.480408529125
557,10012.798112489374
558,10013.164431199537
559,10012.979957932295
560,10013.597759429851
561,10013.86737420505
562,10013.964903770533
563,10015.376329024934
564,10015.334769935384
565,10015.80653231465
566,10016.809530434737
567,10016.568283227522
568,10017.02305321777
569,10017.168666551948
570,10017.38211287052
571,10018.474246533888
572,10019.256883035323
573,10019.43604858152
574,10019.98874518522
575,10019.767213778821
576,10020.21826200371
577,10020.21826200371
578,10020.21826200371
579,10020.21826200371
580,10020.21826200371
581,10020.21826200371
582,10020.21826200371
583,10020.21826200371
584,10020.052654299176
585,10021.96027690445
586,10025.884115432189
587,10025.856363806686
588,10024.233497010926
589,10022.065250444399
590,10032.525682726828
591,10032.525682726828
592,10032.525682726828
593,10032.525682726828
594,10032.525682726828
595,10032.525682726828
596,10032.525682726828
597,10032.525682726828
598,10032.525682726828
599,10032.525682726828
