entry_idx,exit_idx,side,entry_price,exit_price,sl,tp,size_usdc,pnl,pnl_pct,exit_reason
584,590,long,68639.92524,69728.57992651616,68068.0357838987,69742.5284322026,826.5330242507843,12.282587465971295,0.014860371099031305,tp
